schema_version,timestamp,run_id,task_id,agent,run_number,generation_success,tests_executed,tests_passed,tests_total,tests_passed_count,tests_failed_count,tests_skipped_count,final_success,failure_type,error_message,exit_code,timed_out,stdout,stderr,recovery_attempted,recovery_success,attempts_used,max_attempts,duration_seconds
2,2026-09-16T13:06:43.136992+00:00,d587bb33-50ca-42c4-9070-60f75d195099,task_03,baseline,2,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_03_baseline_2
configfile: .benchmark_pytest.ini
collected 1 item

test_data_utils.py .                                                     [100%]

============================== 1 passed in 0.02s ==============================
",,False,False,1,3,0.4844
2,2026-09-16T13:06:43.565651+00:00,0fd139ea-912a-4d38-bd13-58c3acba0703,task_03,baseline,3,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_03_baseline_3
configfile: .benchmark_pytest.ini
collected 1 item

test_data_utils.py .                                                     [100%]

============================== 1 passed in 0.02s ==============================
",,False,False,1,3,0.404
2,2026-09-16T13:06:44.031273+00:00,3488fa6f-4a44-4cc1-a388-8e45e4b95882,task_03,baseline,4,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_03_baseline_4
configfile: .benchmark_pytest.ini
collected 1 item

test_data_utils.py .                                                     [100%]

============================== 1 passed in 0.02s ==============================
",,False,False,1,3,0.4327
2,2026-09-16T13:06:44.471389+00:00,c484413b-d49e-47a5-ac48-fd8158978901,task_03,baseline,5,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_03_baseline_5
configfile: .benchmark_pytest.ini
collected 1 item

test_data_utils.py .                                                     [100%]

============================== 1 passed in 0.02s ==============================
",,False,False,1,3,0.4038
2,2026-09-16T13:06:44.952700+00:00,80fec1ce-8644-4edf-9e1b-63ea1ff4f644,task_03,agent_02,1,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_03_agent_02_1
configfile: .benchmark_pytest.ini
collected 1 item

test_data_utils.py .                                                     [100%]

============================== 1 passed in 0.02s ==============================
",,False,False,1,3,0.4599
2,2026-09-16T13:06:45.434507+00:00,8a9d0d28-b3ac-496f-a4da-8a54412de0fa,task_03,agent_02,2,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_03_agent_02_2
configfile: .benchmark_pytest.ini
collected 1 item

test_data_utils.py .                                                     [100%]

============================== 1 passed in 0.02s ==============================
",,False,False,1,3,0.4627
2,2026-09-16T13:06:45.860414+00:00,16520d60-ed9a-434d-b521-7e6dd7b30295,task_03,agent_02,3,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_03_agent_02_3
configfile: .benchmark_pytest.ini
collected 1 item

test_data_utils.py .                                                     [100%]

============================== 1 passed in 0.02s ==============================
",,False,False,1,3,0.407
2,2026-09-16T13:06:46.408282+00:00,5a59d5a7-f549-41f0-b948-cb159665fd13,task_03,agent_02,4,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_03_agent_02_4
configfile: .benchmark_pytest.ini
collected 1 item

test_data_utils.py .                                                     [100%]

============================== 1 passed in 0.01s ==============================
",,False,False,1,3,0.5173
2,2026-09-16T13:06:47.017138+00:00,76461598-7b27-405b-bc26-bb4e5f9f83f0,task_03,agent_02,5,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_03_agent_02_5
configfile: .benchmark_pytest.ini
collected 1 item

test_data_utils.py .                                                     [100%]

============================== 1 passed in 0.02s ==============================
",,False,False,1,3,0.5928
2,2026-09-16T13:06:47.544091+00:00,56c8e4a3-ee2a-4b85-857b-c63a92612b1c,task_04,baseline,1,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_04_baseline_1
configfile: .benchmark_pytest.ini
collected 1 item

test_json_utils.py .                                                     [100%]

============================== 1 passed in 0.01s ==============================
",,False,False,1,3,0.4964
2,2026-09-16T13:06:48.059211+00:00,bfc96830-13b0-4795-9510-a6166967d729,task_04,baseline,2,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_04_baseline_2
configfile: .benchmark_pytest.ini
collected 1 item

test_json_utils.py .                                                     [100%]

============================== 1 passed in 0.03s ==============================
",,False,False,1,3,0.4975
2,2026-09-16T13:06:48.595593+00:00,3c50dc5e-7414-45e0-9641-1aed99c95908,task_04,baseline,3,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_04_baseline_3
configfile: .benchmark_pytest.ini
collected 1 item

test_json_utils.py .                                                     [100%]

============================== 1 passed in 0.02s ==============================
",,False,False,1,3,0.5033
2,2026-09-16T13:06:49.133711+00:00,701d4f65-7395-447d-a157-54ef7d7259d7,task_04,baseline,4,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_04_baseline_4
configfile: .benchmark_pytest.ini
collected 1 item

test_json_utils.py .                                                     [100%]

============================== 1 passed in 0.03s ==============================
",,False,False,1,3,0.5213
2,2026-09-16T13:06:49.760736+00:00,9942e906-3bac-43c2-ac28-c10c7ac05ed5,task_04,baseline,5,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_04_baseline_5
configfile: .benchmark_pytest.ini
collected 1 item

test_json_utils.py .                                                     [100%]

============================== 1 passed in 0.02s ==============================
",,False,False,1,3,0.5737
2,2026-09-16T13:06:50.330746+00:00,6a1992f1-c291-4413-95f2-468cc6cdbd9a,task_04,agent_02,1,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_04_agent_02_1
configfile: .benchmark_pytest.ini
collected 1 item

test_json_utils.py .                                                     [100%]

============================== 1 passed in 0.02s ==============================
",,False,False,1,3,0.5251
2,2026-09-16T13:06:50.806028+00:00,91c7aa25-527a-410b-b876-4193ada74662,task_04,agent_02,2,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_04_agent_02_2
configfile: .benchmark_pytest.ini
collected 1 item

test_json_utils.py .                                                     [100%]

============================== 1 passed in 0.03s ==============================
",,False,False,1,3,0.4591
2,2026-09-16T13:06:51.318801+00:00,1adb484b-97d6-4723-bc86-4599612b3565,task_04,agent_02,3,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_04_agent_02_3
configfile: .benchmark_pytest.ini
collected 1 item

test_json_utils.py .                                                     [100%]

============================== 1 passed in 0.02s ==============================
",,False,False,1,3,0.4876
2,2026-09-16T13:06:51.786777+00:00,020024ef-e51b-446c-9c14-028cedc53b4d,task_04,agent_02,4,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_04_agent_02_4
configfile: .benchmark_pytest.ini
collected 1 item

test_json_utils.py .                                                     [100%]

============================== 1 passed in 0.02s ==============================
",,False,False,1,3,0.4488
2,2026-09-16T13:06:52.218077+00:00,89ff50f1-6a09-4d13-9e71-a2834c225ba8,task_04,agent_02,5,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_04_agent_02_5
configfile: .benchmark_pytest.ini
collected 1 item

test_json_utils.py .                                                     [100%]

============================== 1 passed in 0.01s ==============================
",,False,False,1,3,0.4122
2,2026-09-16T13:06:52.744453+00:00,4fe0c971-8d63-4bd2-846d-7a0a37d1149c,task_05,baseline,1,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_05_baseline_1
configfile: .benchmark_pytest.ini
collected 3 items

test_discount.py ...                                                     [100%]

============================== 3 passed in 0.04s ==============================
",,False,False,1,3,0.5048
2,2026-09-16T13:06:53.265277+00:00,6944d19b-4c64-4b38-8242-77a9aeda22a2,task_05,baseline,2,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_05_baseline_2
configfile: .benchmark_pytest.ini
collected 3 items

test_discount.py ...                                                     [100%]

============================== 3 passed in 0.02s ==============================
",,False,False,1,3,0.472
2,2026-09-16T13:06:53.752415+00:00,050812f0-f4e8-43a5-bb2c-d070e48062c0,task_05,baseline,3,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_05_baseline_3
configfile: .benchmark_pytest.ini
collected 3 items

test_discount.py ...                                                     [100%]

============================== 3 passed in 0.03s ==============================
",,False,False,1,3,0.4704
2,2026-09-16T13:06:54.197329+00:00,7e33ce11-9817-4622-91c1-239e6ba62c4e,task_05,baseline,4,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_05_baseline_4
configfile: .benchmark_pytest.ini
collected 3 items

test_discount.py ...                                                     [100%]

============================== 3 passed in 0.02s ==============================
",,False,False,1,3,0.4314
2,2026-09-16T13:06:54.716102+00:00,98d01190-897e-457a-9122-c12125790aa5,task_05,baseline,5,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_05_baseline_5
configfile: .benchmark_pytest.ini
collected 3 items

test_discount.py ...                                                     [100%]

============================== 3 passed in 0.03s ==============================
",,False,False,1,3,0.5022
2,2026-09-16T13:06:55.225166+00:00,1fddc374-1753-4c1c-9f4a-b25cded32644,task_05,agent_02,1,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_05_agent_02_1
configfile: .benchmark_pytest.ini
collected 3 items

test_discount.py ...                                                     [100%]

============================== 3 passed in 0.02s ==============================
",,False,False,1,3,0.4931
2,2026-09-16T13:06:55.741072+00:00,ab4374bb-8957-4cbb-acf2-dbdb45f3ed16,task_05,agent_02,2,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_05_agent_02_2
configfile: .benchmark_pytest.ini
collected 3 items

test_discount.py ...                                                     [100%]

============================== 3 passed in 0.02s ==============================
",,False,False,1,3,0.4996
2,2026-09-16T13:06:56.170782+00:00,57b6b31f-3720-4d8a-a5e4-915727d2f27a,task_05,agent_02,3,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_05_agent_02_3
configfile: .benchmark_pytest.ini
collected 3 items

test_discount.py ...                                                     [100%]

============================== 3 passed in 0.03s ==============================
",,False,False,1,3,0.4024
2,2026-09-16T13:06:56.646180+00:00,7861c2ff-746c-4464-aa4c-ad12265a65dd,task_05,agent_02,4,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_05_agent_02_4
configfile: .benchmark_pytest.ini
collected 3 items

test_discount.py ...                                                     [100%]

============================== 3 passed in 0.02s ==============================
",,False,False,1,3,0.457
2,2026-09-16T13:06:57.115082+00:00,ad3039bd-3ff6-450c-b584-dceae333928b,task_05,agent_02,5,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_05_agent_02_5
configfile: .benchmark_pytest.ini
collected 3 items

test_discount.py ...                                                     [100%]

============================== 3 passed in 0.03s ==============================
",,False,False,1,3,0.4539
2,2026-09-16T13:06:57.593339+00:00,046f41e4-675f-4a51-8c10-38b7d4b1845f,task_06,baseline,1,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_06_baseline_1
configfile: .benchmark_pytest.ini
collected 3 items

test_list_utils.py ...                                                   [100%]

============================== 3 passed in 0.05s ==============================
",,False,False,1,3,0.4607
2,2026-09-16T13:06:58.037145+00:00,573eaee3-6407-448e-bd18-67194d29826e,task_06,baseline,2,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_06_baseline_2
configfile: .benchmark_pytest.ini
collected 3 items

test_list_utils.py ...                                                   [100%]

============================== 3 passed in 0.02s ==============================
",,False,False,1,3,0.4182
2,2026-09-16T13:06:58.507834+00:00,6e106664-82cb-454c-afe1-2ef5012baef7,task_06,baseline,3,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_06_baseline_3
configfile: .benchmark_pytest.ini
collected 3 items

test_list_utils.py ...                                                   [100%]

============================== 3 passed in 0.03s ==============================
",,False,False,1,3,0.4504
2,2026-09-16T13:06:58.963730+00:00,59c6a586-1557-41dd-837c-05c39561f3cf,task_06,baseline,4,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_06_baseline_4
configfile: .benchmark_pytest.ini
collected 3 items

test_list_utils.py ...                                                   [100%]

============================== 3 passed in 0.03s ==============================
",,False,False,1,3,0.4276
2,2026-09-16T13:06:59.685123+00:00,ec9f0822-a113-4ccd-912a-9a28514538bf,task_06,baseline,5,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_06_baseline_5
configfile: .benchmark_pytest.ini
collected 3 items

test_list_utils.py ...                                                   [100%]

============================== 3 passed in 0.04s ==============================
",,False,False,1,3,0.6736
2,2026-09-16T13:07:00.171862+00:00,3f862dbf-8169-448b-8b2b-66cd5c517abb,task_06,agent_02,1,True,True,True,,,,,True,success,,0,False,"============================= test session starts =============================
platform win32 -- Python 3.13.7, pytest-9.1.1, pluggy-1.6.0
rootdir: C:\Users\soham\ai-agent-eval\workspaces\task_06_agent_02_1
configfile: .benchmark_pytest.ini
collected 3 items

test_list_utils.py ...                                                   [100%]

============================== 3 passed in 0.03s ==============================
",,False,False,1,3,0.4628
